id,Paper,Name,Alloy,Nb of phase,Phase,Experimental or theoretical,Experimental details,Theoretical details,Special conditions,Type of solution
1546,10.1016-j.ijrmhm.2023.106529.txt,10.1016-j.ijrmhm.2023.106529.txt,HfNbTiVZr,2,BCC + HCP,experimental,"spark plasma sintering, Initial heating temperature: 1200, Initial heating rate: 100, Initial holding time: 10, Final heating rate: 50, Final sintering temperature: 1300, Final holding time: 5, Pressure: 50, Atmosphere: high vacuum",N/A,None,Mixed Solution
1547,10.1016-j.jmrt.2022.11.078.txt,10.1016-j.jmrt.2022.11.078.txt,AlCuCrFeMn,3,BCC + ordered + tetragonal,experimental,"mechanical alloying and spark plasma sintering, Mechanical alloying: {'milling_time': 20, 'ball_to_powder_weight_ratio': 10, 'process_controlling_agent': 'toluene', 'milling_speed': 300}, Spark plasma sintering: {'temperature': 900, 'holding_time': 10, 'heating_rate': 100, 'applied_pressure': 50}",N/A,None,Mixed Solution
1547,10.1016-j.jmrt.2022.11.078.txt,10.1016-j.jmrt.2022.11.078.txt,AlCuCrFeMnW0.05,3,BCC + ordered + tetragonal,experimental,"mechanical alloying and spark plasma sintering, Mechanical alloying: {'milling_time': 20, 'ball_to_powder_weight_ratio': 10, 'process_controlling_agent': 'toluene', 'milling_speed': 300}, Spark plasma sintering: {'temperature': 900, 'holding_time': 10, 'heating_rate': 100, 'applied_pressure': 50}",N/A,None,Mixed Solution
1547,10.1016-j.jmrt.2022.11.078.txt,10.1016-j.jmrt.2022.11.078.txt,AlCuCrFeMnW0.1,3,BCC + ordered + tetragonal,experimental,"mechanical alloying and spark plasma sintering, Mechanical alloying: {'milling_time': 20, 'ball_to_powder_weight_ratio': 10, 'process_controlling_agent': 'toluene', 'milling_speed': 300}, Spark plasma sintering: {'temperature': 900, 'holding_time': 10, 'heating_rate': 100, 'applied_pressure': 50}",N/A,None,Mixed Solution
1547,10.1016-j.jmrt.2022.11.078.txt,10.1016-j.jmrt.2022.11.078.txt,AlCuCrFeMnW0.5,3,BCC + ordered + tetragonal,experimental,"mechanical alloying and spark plasma sintering, Mechanical alloying: {'milling_time': 20, 'ball_to_powder_weight_ratio': 10, 'process_controlling_agent': 'toluene', 'milling_speed': 300}, Spark plasma sintering: {'temperature': 900, 'holding_time': 10, 'heating_rate': 100, 'applied_pressure': 50}",N/A,None,Mixed Solution
1548,10.1016-j.actamat.2020.08.053.txt,10.1016-j.actamat.2020.08.053.txt,SiGeSn,1,diamond cubic,theoretical,"Density Functional Theory (DFT), Exchange-correlation functional: PBE, Modified becke-johnson exchange potential: Used, Supercell size: 3 × 3 × 3 supercell from an 8-atom unit cell of cubic Si, Atoms in supercell: 216 Si atoms, with a portion substituted by Ge and Sn according to the Sn content (x), Plane wave cutoff energy: 400, K-point grid: 2 × 2 × 2 Monkhorst-Pack grid for geometry optimization, Force convergence criterion: 0.01, Electronic structures: Computed using the mBJ exchange potential based on fully optimized structures with the PBE functional, Transport properties: Calculated using the BoltzTraP2 package, solving the linearized electron Boltzmann transport equation under the rigid-band approximation, Thermal conductivities: Obtained via classical equilibrium molecular dynamics (EMD) simulations using the Large-scale Atomic/Molecular Massively Parallel Simulator (LAMMPS)",N/A,None,Intermetallic
1549,10.1016-j.matchemphys.2017.08.036.txt,10.1016-j.matchemphys.2017.08.036.txt,MoTaNbZrTi,3,BCC + HCP + ZrTi,Experimental,"vacuum arc melting, Temperature: approximately 2000-3000°C, Pressure: under protective argon atmosphere, Time: repeated melting efforts at least five times",N/A,Micro-segregation of Zr and Ti present,Mixed Solution
1549,10.1016-j.matchemphys.2017.08.036.txt,10.1016-j.matchemphys.2017.08.036.txt,MoTaNbWV,1,BCC,Experimental,"vacuum arc melting, Temperature: approximately 2000-3000°C, Pressure: under protective argon atmosphere, Time: repeated melting efforts at least five times",N/A,No significant precipitates identified,Single Solid Solution
1550,10.1016-j.fusengdes.2022.113260.txt,10.1016-j.fusengdes.2022.113260.txt,FeNiCrMnCu,1,FCC,experimental,"spark plasma sintering (SPS) and pressure-less sintering (PLS), Sps: {'temperature': 1200, 'pressure': 35, 'time': 5}, Pls: {'temperature': 1450, 'time': 1}",N/A,None,Single Solid Solution
1551,10.1016-j.jmst.2021.10.001.txt,10.1016-j.jmst.2021.10.001.txt,CoCrFeNiMn,4,FCC + CrCoFeNiMn + CrCoFeNiMn3C6 + MnS,Experimental,"Powder-Bed Arc Additive Manufacturing (PBAAM), Current: 120, Traveling speed: 45, Arc length: 3.5, Layer thickness: 1, Argon shielding gas flow rate: 9, Inter layer remelting: [1, 3, 5, 7]",N/A,No partial ordering or high entropy intermetallics observed,Mixed Solution
1552,10.1016-j.intermet.2023.108081.txt,10.1016-j.intermet.2023.108081.txt,CoCuHfNiTiZr,2,B2 (CsCl-type) + FCC,Experimental,"arc melting, Temperature: 1000, Time: 24 hours, Cooling rate: cooled to room temperature in the furnace",N/A,None,Mixed Solution
1552,10.1016-j.intermet.2023.108081.txt,10.1016-j.intermet.2023.108081.txt,CoCuHfMnNiTiZr,2,B2 (CsCl-type) + FCC,Experimental,"arc melting, Temperature: 1000, Time: 24 hours, Cooling rate: cooled to room temperature in the furnace",N/A,None,Mixed Solution
1552,10.1016-j.intermet.2023.108081.txt,10.1016-j.intermet.2023.108081.txt,CoCuHfMnNiTiZr,2,B2 (CsCl-type) + FCC,Experimental,"arc melting, Temperature: 1000, Time: 24 hours, Cooling rate: cooled to room temperature in the furnace",N/A,None,Mixed Solution
1552,10.1016-j.intermet.2023.108081.txt,10.1016-j.intermet.2023.108081.txt,CoCuHfMnNiTiZr,2,B2 (CsCl-type) + FCC,Experimental,"arc melting, Temperature: 1000, Time: 24 hours, Cooling rate: cooled to room temperature in the furnace",N/A,None,Mixed Solution
1552,10.1016-j.intermet.2023.108081.txt,10.1016-j.intermet.2023.108081.txt,CoCuHfMnNiTiZr,2,B2 (CsCl-type) + FCC,Experimental,"arc melting, Temperature: 1000, Time: 24 hours, Cooling rate: cooled to room temperature in the furnace",N/A,None,Mixed Solution
1553,10.1016-j.jallcom.2021.162567.txt,10.1016-j.jallcom.2021.162567.txt,FeCrMnNiCo,3,FCC + HCP + unknown Amorphous,experimental,"high-power laser-driven shock experiments, Laser wavelength: 352, Pulse duration: 1, Laser spot size: 3, Laser energy: 100 to 200 J, Sample thickness: 100",N/A,Nanotwins observed near spall plane in recovered samples,Mixed Solution
1555,10.1016-j.jallcom.2021.162293.txt,10.1016-j.jallcom.2021.162293.txt,Co30.5Os14.4Ru18.7W12.1Fe24.4,1,HCP,experimental,"arc melting, Temperature: 2000, Pressure: high purity Ar atmosphere, Time: multiple melting cycles",N/A,None,Single Solid Solution
1555,10.1016-j.jallcom.2021.162293.txt,10.1016-j.jallcom.2021.162293.txt,Co30.5Os14.4Ru18.7W12.1Ir24.4,1,HCP,experimental,"arc melting, Temperature: 2000, Pressure: high purity Ar atmosphere, Time: multiple melting cycles",N/A,None,Single Solid Solution
1555,10.1016-j.jallcom.2021.162293.txt,10.1016-j.jallcom.2021.162293.txt,Co36.6Os20.5Ru24.8W18.2,1,HCP,experimental,"arc melting, Temperature: 2000, Pressure: high purity Ar atmosphere, Time: multiple melting cycles",N/A,None,Single Solid Solution
1556,10.1016-j.matchar.2022.112087.txt,10.1016-j.matchar.2022.112087.txt,Cr0.8MnFeNi,1,FCC,experimental,"vacuum induction melting, Temperature: 1200, Time: 6 hours",N/A,None,Single Solid Solution
1557,10.1016-j.jmst.2020.01.066.txt,10.1016-j.jmst.2020.01.066.txt,Fe35Ni25Cr25Mo15,2,BCT (Intermetallic) + FCC,experimental,"arc melting, Current: 250, Voltage: 28.5, Cooling rate: 103-104 °C s−1",N/A,Partially ordered structure (High Entropy Intermetallic),Mixed Solution
1558,10.1016-j.matlet.2019.127004.txt,10.1016-j.matlet.2019.127004.txt,AlCrFeCoNi,1,BCC,experimental,"additive manufacturing (AM), Pre-alloyed powder: produced by vacuum induction melting and inert gas atomizer (VIGA), Printing conditions: {'power': 80, 'scanning track width': 80, 'single-sheet thickness': 30, 'printing speed': 1200, 'atmosphere': 'argon'}",N/A,None,Single Solid Solution
1559,10.1016-j.corsci.2023.111203.txt,10.1016-j.corsci.2023.111203.txt,AlMo0.5NbTa0.5TiZr,2,BCC + BCC B2 (Intermetallic),experimental,"arc melting, Elements: ['Al', 'Mo', 'Nb', 'Ta', 'Ti', 'Zr'], Environment: Ar atmosphere, Container: water-cooled copper crucible, Process: melted five times and flipped",N/A,"Partially ordered structure (High Entropy Intermetallic, B2 phase)",Mixed Solution
1559,10.1016-j.corsci.2023.111203.txt,10.1016-j.corsci.2023.111203.txt,AlNbTiZr,1,N/A,experimental,arc melting,N/A,Not explicitly stated,Intermetallic
1559,10.1016-j.corsci.2023.111203.txt,10.1016-j.corsci.2023.111203.txt,HfNbTaTiZr,1,N/A,experimental,arc melting,N/A,Not explicitly stated,Intermetallic
1559,10.1016-j.corsci.2023.111203.txt,10.1016-j.corsci.2023.111203.txt,MoNbTaVW,1,N/A,experimental,arc melting,N/A,Not explicitly stated,Intermetallic
1559,10.1016-j.corsci.2023.111203.txt,10.1016-j.corsci.2023.111203.txt,MoNbHfZrTi,1,N/A,experimental,arc melting,N/A,Not explicitly stated,Intermetallic
1559,10.1016-j.corsci.2023.111203.txt,10.1016-j.corsci.2023.111203.txt,NbMoTaW,1,N/A,experimental,arc melting,N/A,Not explicitly stated,Intermetallic
1559,10.1016-j.corsci.2023.111203.txt,10.1016-j.corsci.2023.111203.txt,NbTaTiV,1,N/A,experimental,arc melting,N/A,Not explicitly stated,Intermetallic
1559,10.1016-j.corsci.2023.111203.txt,10.1016-j.corsci.2023.111203.txt,TiNbTaZr,1,N/A,experimental,arc melting,N/A,Not explicitly stated,Intermetallic
1560,10.1016-j.matlet.2023.135093.txt,10.1016-j.matlet.2023.135093.txt,CrCuFeMnNi,2,BCC + FCC,Experimental,"arc melting, Temperature: not specified",N/A,None,Mixed Solution
1560,10.1016-j.matlet.2023.135093.txt,10.1016-j.matlet.2023.135093.txt,CrCuFeMnNi,2,BCC + FCC,Experimental,"arc melting, Temperature: not specified",N/A,None,Mixed Solution
1560,10.1016-j.matlet.2023.135093.txt,10.1016-j.matlet.2023.135093.txt,CrCuFeMnNi,2,BCC + FCC,Experimental,"arc melting, Temperature: not specified",N/A,None,Mixed Solution
1560,10.1016-j.matlet.2023.135093.txt,10.1016-j.matlet.2023.135093.txt,CrCuFeMnNi,2,BCC + FCC,Experimental,"arc melting, Temperature: not specified",N/A,None,Mixed Solution
1561,10.1016-j.matlet.2020.128859.txt,10.1016-j.matlet.2020.128859.txt,AlCoCrFeNi2.1,2,BCC B2 + FCC,experimental,"micro-plasma cladding, Machine: Fronius argon arc cladding machine TT800 and PM10 plasma generator, Tic additions: 0%",N/A,None,Mixed Solution
1561,10.1016-j.matlet.2020.128859.txt,10.1016-j.matlet.2020.128859.txt,AlCoCrFeNi2.1TiC,3,BCC B2 + FCC + TiC,experimental,"micro-plasma cladding, Machine: Fronius argon arc cladding machine TT800 and PM10 plasma generator, Tic additions: 5%",N/A,None,Mixed Solution
1561,10.1016-j.matlet.2020.128859.txt,10.1016-j.matlet.2020.128859.txt,AlCoCrFeNi2.1TiC,3,BCC B2 + FCC + TiC,experimental,"micro-plasma cladding, Machine: Fronius argon arc cladding machine TT800 and PM10 plasma generator, Tic additions: 10%",N/A,None,Mixed Solution
1561,10.1016-j.matlet.2020.128859.txt,10.1016-j.matlet.2020.128859.txt,AlCoCrFeNi2.1TiC,3,BCC B2 + FCC + TiC,experimental,"micro-plasma cladding, Machine: Fronius argon arc cladding machine TT800 and PM10 plasma generator, Tic additions: 15%",N/A,None,Mixed Solution
1562,10.1016-j.mseb.2023.116485.txt,10.1016-j.mseb.2023.116485.txt,FeNiCoAlMoSiB,3,BCC + FCC + amorphous,experimental,"mechanical alloying, Milling methods: [{'type': 'resonant acoustic milling', 'apparatus': 'glass reagent bottle and steel balls (d = 5 mm)', 'acceleration': 18, 'ball_to_powder_ratio': 1.5, 'process_control_agent': 'used'}, {'type': 'regular vibration milling', 'apparatus': 'steel 125 ml milling jar', 'frequency': 13, 'duration': 20, 'cooling_breaks': 'yes', 'ball_to_powder_ratio': 2, 'process_control_agent': 'used'}, {'type': 'advanced ball milling', 'apparatus': 'steel 125 ml milling jar', 'speed': 1500, 'duration': 10, 'temperature_control': 'yes', 'ball_to_powder_ratio': 5, 'process_control_agent': 'not used'}], Starting material: mixture of seven elements in powder form supplied by Sigma Aldrich (Ni, Fe, Co, Al, Si, Mo, B)",N/A,No partial ordering or initial state before oxidation mentioned,Mixed Solution
1563,10.1016-j.matdes.2022.111324.txt,10.1016-j.matdes.2022.111324.txt,CoCrFeMnNi,2,FCC + CoCrFeMnNi,experimental,"laser powder bed fusion (LPBF), Laser power: 160, Laser scanning speed: 800, Hatching space: 50, Layer thickness: 30",N/A,No partially ordered structures or high entropy intermetallics mentioned,Single Solid Solution
1564,10.1016-j.commatsci.2023.112538.txt,10.1016-j.commatsci.2023.112538.txt,CoCrFeNi,3,BCC + FCC + HCP,theoretical,"Molecular Dynamics (MD) simulations, Model size: 8.6 nm × 8.6 nm × 18 nm, Potential: Embedded Atom Method (EAM) potential, Temperature gradient: 50 K per region, Cooling rate: 0.4 × 1012 K/s, Simulation software: LAMMPS, Visualization tool: OVITO",N/A,Short-range order (SRO) phenomenon present,Mixed Solution
1565,10.1016-j.jmst.2020.10.038.txt,10.1016-j.jmst.2020.10.038.txt,CoCrFeMnSiV,3,BCC martensite + FCC + HCP martensite,experimental,"vacuum-induction melting, Temperature: 1473, Time: 2 hours, Cooling: water-quenched",N/A,None,Mixed Solution
1565,10.1016-j.jmst.2020.10.038.txt,10.1016-j.jmst.2020.10.038.txt,CoCrFeMnV,1,FCC,experimental,"vacuum-induction melting, Temperature: 1473, Time: 2 hours, Cooling: water-quenched",N/A,None,Single Solid Solution
1565,10.1016-j.jmst.2020.10.038.txt,10.1016-j.jmst.2020.10.038.txt,CoCrFeMnNi,1,FCC,experimental,"vacuum-induction melting, Temperature: 1473, Time: 2 hours, Cooling: water-quenched",N/A,None,Single Solid Solution
1565,10.1016-j.jmst.2020.10.038.txt,10.1016-j.jmst.2020.10.038.txt,CoCrFeMn,2,FCC + HCP martensite,experimental,"vacuum-induction melting, Temperature: 1473, Time: 2 hours, Cooling: water-quenched",N/A,None,Mixed Solution
1565,10.1016-j.jmst.2020.10.038.txt,10.1016-j.jmst.2020.10.038.txt,CoCrFeNi,1,FCC,experimental,"vacuum-induction melting, Temperature: 1473, Time: 2 hours, Cooling: water-quenched",N/A,None,Single Solid Solution
1565,10.1016-j.jmst.2020.10.038.txt,10.1016-j.jmst.2020.10.038.txt,CoCrFeMnV,1,FCC,experimental,"vacuum-induction melting, Temperature: 1473, Time: 2 hours, Cooling: water-quenched",N/A,None,Single Solid Solution
1565,10.1016-j.jmst.2020.10.038.txt,10.1016-j.jmst.2020.10.038.txt,CoCrFeMnSiV,3,BCC martensite + FCC + HCP martensite,experimental,"vacuum-induction melting, Temperature: 1473, Time: 2 hours, Cooling: water-quenched",N/A,None,Mixed Solution
1566,10.1016-j.jallcom.2023.172185.txt,10.1016-j.jallcom.2023.172185.txt,CoCrFeNi,2,Complex (Lomer-Cottrell locks) + FCC,experimental,"vacuum arc melting, Temperature: 1273, Duration: 24 hours, Cooling: water quenching",N/A,None,Mixed Solution
1566,10.1016-j.jallcom.2023.172185.txt,10.1016-j.jallcom.2023.172185.txt,CoCrFeMnNi,2,Complex (Lomer-Cottrell locks) + FCC,experimental,"vacuum arc melting, Temperature: 1273, Duration: 24 hours, Cooling: water quenching",N/A,None,Mixed Solution
1567,10.1016-j.corsci.2021.109365.txt,10.1016-j.corsci.2021.109365.txt,FeCoCrNiAlTi5,3,FCC + L12 + rod-like,Experimental,"arc melting and casting, Temperature: 1150, Time: 2 hours, Cooling rate: Not specified, Reduction ratio: Not specified",N/A,Partially ordered L12 phase present,Mixed Solution
1567,10.1016-j.corsci.2021.109365.txt,10.1016-j.corsci.2021.109365.txt,FeCoCrNiAl2Ti4,2,FCC + L12,Experimental,"arc melting and casting, Temperature: 1150, Time: 2 hours, Cooling rate: Not specified, Reduction ratio: Not specified",N/A,Partially ordered L12 phase present,Mixed Solution
1567,10.1016-j.corsci.2021.109365.txt,10.1016-j.corsci.2021.109365.txt,FeCoCrNiAl3Ti3,2,FCC + L12,Experimental,"arc melting and casting, Temperature: 1150, Time: 2 hours, Cooling rate: Not specified, Reduction ratio: Not specified",N/A,Partially ordered L12 phase present,Mixed Solution
1567,10.1016-j.corsci.2021.109365.txt,10.1016-j.corsci.2021.109365.txt,FeCoCrNiAl4Ti2,3,FCC + Heusler phase + L12,Experimental,"arc melting and casting, Temperature: 1150, Time: 2 hours, Cooling rate: Not specified, Reduction ratio: Not specified",N/A,"Partially ordered L12 phase present, Heusler L21 phase observed",Mixed Solution
1567,10.1016-j.corsci.2021.109365.txt,10.1016-j.corsci.2021.109365.txt,FeCoCrNiAl5Ti1,2,FCC + L12,Experimental,"arc melting and casting, Temperature: 1150, Time: 2 hours, Cooling rate: Not specified, Reduction ratio: Not specified",N/A,Partially ordered L12 phase present,Mixed Solution
1568,10.1016-j.jmrt.2022.12.093.txt,10.1016-j.jmrt.2022.12.093.txt,VCrFeCoNi,1,FCC,Experimental,"Vacuum Induction Melting (VIM), Temperature: 1100, Pressure: Ar atmosphere, Time: 6 hours",N/A,None,Single Solid Solution
1568,10.1016-j.jmrt.2022.12.093.txt,10.1016-j.jmrt.2022.12.093.txt,CoCrFeMnNi,1,FCC,Experimental,"Vacuum Induction Melting (VIM), Temperature: 1100, Pressure: Ar atmosphere, Time: 6 hours",N/A,None,Single Solid Solution
1568,10.1016-j.jmrt.2022.12.093.txt,10.1016-j.jmrt.2022.12.093.txt,FeCoNiCrCu,1,FCC,Experimental,"Vacuum Induction Melting (VIM), Temperature: 1100, Pressure: Ar atmosphere, Time: 6 hours",N/A,None,Single Solid Solution
1568,10.1016-j.jmrt.2022.12.093.txt,10.1016-j.jmrt.2022.12.093.txt,AlCrFe1.5MnNi0.5,2,BCC + FCC,Experimental,"Vacuum Induction Melting (VIM), Temperature: 1100, Pressure: Ar atmosphere, Time: 6 hours",N/A,None,Mixed Solution
1568,10.1016-j.jmrt.2022.12.093.txt,10.1016-j.jmrt.2022.12.093.txt,TiZrNbCr,1,BCC,Experimental,"Vacuum Induction Melting (VIM), Temperature: 1100, Pressure: Ar atmosphere, Time: 6 hours",N/A,None,Single Solid Solution
1568,10.1016-j.jmrt.2022.12.093.txt,10.1016-j.jmrt.2022.12.093.txt,VAlTiCrMo,1,FCC,Experimental,"Vacuum Induction Melting (VIM), Temperature: 1100, Pressure: Ar atmosphere, Time: 6 hours",N/A,None,Single Solid Solution
1568,10.1016-j.jmrt.2022.12.093.txt,10.1016-j.jmrt.2022.12.093.txt,FeCrCuTiV,1,FCC,Experimental,"Vacuum Induction Melting (VIM), Temperature: 1100, Pressure: Ar atmosphere, Time: 6 hours",N/A,None,Single Solid Solution
1568,10.1016-j.jmrt.2022.12.093.txt,10.1016-j.jmrt.2022.12.093.txt,VNbMoTaWAl,1,BCC,Experimental,"Vacuum Induction Melting (VIM), Temperature: 1100, Pressure: Ar atmosphere, Time: 6 hours",N/A,None,Single Solid Solution
1568,10.1016-j.jmrt.2022.12.093.txt,10.1016-j.jmrt.2022.12.093.txt,Co1.5CrFeNi1.5Ti0.5Mo,1,FCC,Experimental,"Vacuum Induction Melting (VIM), Temperature: 1100, Pressure: Ar atmosphere, Time: 6 hours",N/A,None,Single Solid Solution
1568,10.1016-j.jmrt.2022.12.093.txt,10.1016-j.jmrt.2022.12.093.txt,FeCoCrNiMo0.3,1,FCC,Experimental,"Vacuum Induction Melting (VIM), Temperature: 1100, Pressure: Ar atmosphere, Time: 6 hours",N/A,None,Single Solid Solution
1568,10.1016-j.jmrt.2022.12.093.txt,10.1016-j.jmrt.2022.12.093.txt,CoCrFeNiNb,1,FCC,Experimental,"Vacuum Induction Melting (VIM), Temperature: 1100, Pressure: Ar atmosphere, Time: 6 hours",N/A,None,Single Solid Solution
